localidad_id,localidad_nombre,provincia_id,provincia_nombre,departamento_id,departamento_nombre,codloc,codent,cp
14119200000,SANTIAGO TEMPLE,14,CÓRDOBA,119,RÍO SEGUNDO,200,0,5125
2014010001,PALERMO,2,CABA,14,COMUNA 14,10,1,C1426DMO
14182290000,WENCESLAO ESCALANTE,14,CÓRDOBA,182,UNIÓN,290,0,2655
14112110000,SEBASTIAN ELCANO,14,CÓRDOBA,112,RÍO SECO,110,0,5231
14021240000,SALDAN,14,CÓRDOBA,21,COLÓN,240,0,5149
58091040000,RINCON DE LOS SAUCES,58,NEUQUÉN,91,PEHUENCHES,40,0,8353
2010010004,VERSALLES,2,CABA,10,COMUNA 10,10,4,C1408AKK
14021060000,COLONIA TIROLESA,14,CÓRDOBA,21,COLÓN,60,0,5101
14140420000,VILLA CONCEPCION DEL TIO,14,CÓRDOBA,140,SAN JUSTO,420,0,2433
2001010005,SAN NICOLAS,2,CABA,1,COMUNA 1,10,5,C1017AAE
58028010000,PIEDRA DEL AGUILA,58,NEUQUÉN,28,COLLÓN CURÁ,10,0,8424
2004010001,BARRACAS,2,CABA,4,COMUNA 4,10,1,1287
58014010000,AÑELO,58,NEUQUÉN,14,AÑELO,10,0,8305
2005010002,BOEDO,2,CABA,5,COMUNA 5,10,2,C1218AAD
14056120000,OLAETA,14,CÓRDOBA,56,JUÁREZ CELMAN,120,0,5807
2010010002,MONTE CASTRO,2,CABA,10,COMUNA 10,10,2,C1407BED
14168120000,VILLA DEL TOTORAL,14,CÓRDOBA,168,TOTORAL,120,0,5236
18126010000,SALADAS,18,CORRIENTES,126,SALADAS,10,0,3420
14035060000,MATTALDI,14,CÓRDOBA,35,GENERAL ROCA,60,0,6271
14091320000,VILLA SANTA CRUZ DEL LAGO,14,CÓRDOBA,91,PUNILLA,320,0,5152
14042080000,LA PLAYOSA,14,CÓRDOBA,42,GENERAL SAN MARTÍN,80,0,5911
90119010002,COUNTRY JOCKEY CLUB,90,TUCUMÁN,119,YERBA BUENA,10,2,4107
6760010003,MUÑIZ,6,BUENOS AIRES,760,SAN MIGUEL,10,3,1663
14182170000,MONTE MAIZ,14,CÓRDOBA,182,UNIÓN,170,0,2659
58084030000,EL CHOLAR,58,NEUQUÉN,84,ÑORQUÍN,30,0,8353
6490010002,LLAVALLOL,6,BUENOS AIRES,490,LOMAS DE ZAMORA,10,2,1836
14140370000,SATURNINO MARIA LASPIUR,14,CÓRDOBA,140,SAN JUSTO,370,0,5943
14161100000,LOS ZORROS,14,CÓRDOBA,161,TERCERO ARRIBA,100,0,5901
14140180000,EL FORTIN,14,CÓRDOBA,140,SAN JUSTO,180,0,5951
14035050000,ITALO,14,CÓRDOBA,35,GENERAL ROCA,50,0,6271
14140350000,SACANTA,14,CÓRDOBA,140,SAN JUSTO,350,0,5945
58063020000,LONCOPUE,58,NEUQUÉN,63,LONCOPUÉ,20,0,8316
14084090000,SERRANO,14,CÓRDOBA,84,PRESIDENTE ROQUE SÁENZ PEÑA,90,0,6125
14182250000,SAN MARCOS,14,CÓRDOBA,182,UNIÓN,250,0,2566
14007340000,VILLA RUMIPAL,14,CÓRDOBA,7,CALAMUCHITA,340,0,5864
14091200000,SAN ROQUE,14,CÓRDOBA,91,PUNILLA,200,0,5149
70077010002,RAWSON,70,SAN JUAN,77,RAWSON,10,2,8158
10035040000,CORRAL QUEMADO,10,CATAMARCA,35,BELÉN,40,0,4751
6805010006,GENERAL PACHECO,6,BUENOS AIRES,805,TIGRE,10,6,1617
14182150000,LABORDE,14,CÓRDOBA,182,UNIÓN,150,0,2657
2011010002,VILLA DEVOTO,2,CABA,11,COMUNA 11,10,2,C1419IFJ
58084040000,EL HUECU,58,NEUQUÉN,84,ÑORQUÍN,40,0,8353
14049130000,VILLA QUILINO,14,CÓRDOBA,49,ISCHILÍN,130,0,5214
14140400000,TRANSITO,14,CÓRDOBA,140,SAN JUSTO,400,0,2436
14035140000,VILLA VALERIA,14,CÓRDOBA,35,GENERAL ROCA,140,0,6273
2014010001,PALERMO,2,CABA,14,COMUNA 14,10,1,C1425BKQ
2011010004,VILLA SANTA RITA,2,CABA,11,COMUNA 11,10,4,C1416ASX
14007180000,SAN AGUSTIN,14,CÓRDOBA,7,CALAMUCHITA,180,0,5191
6805010005,EL TALAR,6,BUENOS AIRES,805,TIGRE,10,5,1618
14042030000,AUSONIA,14,CÓRDOBA,42,GENERAL SAN MARTÍN,30,0,5901
6119050000,CORONEL BRANDSEN,6,BUENOS AIRES,119,BRANDSEN,50,0,1980
58105030000,LAS LAJAS,58,NEUQUÉN,105,PICUNCHES,30,0,8347
14161030000,CORRALITO,14,CÓRDOBA,161,TERCERO ARRIBA,30,0,5853
14021310001,GUIÑAZU NORTE,14,CÓRDOBA,21,COLÓN,310,1,5000
58098020000,PICUN LEUFU,58,NEUQUÉN,98,PICÚN LEUFÚ,20,0,8353
14042130000,SILVIO PELLICO,14,CÓRDOBA,42,GENERAL SAN MARTÍN,130,0,5907
90070050000,RIO SECO,90,TUCUMÁN,70,MONTEROS,50,0,4145
14098110000,ELENA,14,CÓRDOBA,98,RÍO CUARTO,110,0,5815
14140160000,DEVOTO,14,CÓRDOBA,140,SAN JUSTO,160,0,2424
58035040000,CUTRAL CO,58,NEUQUÉN,35,CONFLUENCIA,40,0,8322
2007010001,FLORES,2,CABA,7,COMUNA 7,10,1,C1406GLS
58112040000,ZAPALA,58,NEUQUÉN,112,ZAPALA,40,0,8340
2014010001,PALERMO,2,CABA,14,COMUNA 14,10,1,C1426BWS
6035010008,VILLA DOMINICO,6,BUENOS AIRES,35,AVELLANEDA,10,8,1874
10021020000,ANDALGALA,10,CATAMARCA,21,ANDALGALÁ,20,0,4740
2010010003,VELEZ SARSFIELD,2,CABA,10,COMUNA 10,10,3,C1407DYH
14140230000,LA FRANCIA,14,CÓRDOBA,140,SAN JUSTO,230,0,2426
14105240000,RIO PRIMERO,14,CÓRDOBA,105,RÍO PRIMERO,240,0,5127
6658010001,BERNAL,6,BUENOS AIRES,658,QUILMES,10,1,1883
14098070000,CHAJAN,14,CÓRDOBA,98,RÍO CUARTO,70,0,5837
6385030000,LOS TOLDOS,6,BUENOS AIRES,385,GENERAL VIAMONTE,30,0,6015
6638040005,MANZANARES,6,BUENOS AIRES,638,PILAR,40,5,1629
6028010003,CLAYPOLE,6,BUENOS AIRES,28,ALMIRANTE BROWN,10,3,1849
2009010001,LINIERS,2,CABA,9,COMUNA 9,10,1,C1408BLC
10007060000,LA PUERTA,10,CATAMARCA,7,AMBATO,60,0,4711
14084070000,ROSALES,14,CÓRDOBA,84,PRESIDENTE ROQUE SÁENZ PEÑA,70,0,6128
14126090000,MINA CLAVERO,14,CÓRDOBA,126,SAN ALBERTO,90,0,5889
14119070000,COSTASACATE,14,CÓRDOBA,119,RÍO SEGUNDO,70,0,5961
14091230000,TANTI,14,CÓRDOBA,91,PUNILLA,230,0,5155
2006010001,CABALLITO,2,CABA,6,COMUNA 6,10,1,C1405AHC
6134060000,SANTA ROSA,6,BUENOS AIRES,134,CAÑUELAS,60,0,8181
2010010003,VELEZ SARSFIELD,2,CABA,10,COMUNA 10,10,3,C1407AGB
2004010001,BARRACAS,2,CABA,4,COMUNA 4,10,1,C1270AAF
14133120000,LOS HORNILLOS,14,CÓRDOBA,133,SAN JAVIER,120,0,5885
14091240000,VALLE HERMOSO,14,CÓRDOBA,91,PUNILLA,240,0,5168
6434010001,GERLI,6,BUENOS AIRES,434,LANÚS,10,1,1823
58035090000,PLAZA HUINCUL,58,NEUQUÉN,35,CONFLUENCIA,90,0,8318
14147060000,CASEROS CENTRO,14,CÓRDOBA,147,SANTA MARÍA,60,0,5123
14091020000,BIALET MASSE,14,CÓRDOBA,91,PUNILLA,20,0,5158
14035120000,VILLA HUIDOBRO,14,CÓRDOBA,35,GENERAL ROCA,120,0,6275
2007010001,FLORES,2,CABA,7,COMUNA 7,10,1,C1406GRX
14112080000,RAYO CORTADO,14,CÓRDOBA,112,RÍO SECO,80,0,5246
14028200000,VILLA DE SOTO,14,CÓRDOBA,28,CRUZ DEL EJE,200,0,5284
2006010001,CABALLITO,2,CABA,6,COMUNA 6,10,1,C1424BSA
58014010000,AÑELO,58,NEUQUÉN,14,AÑELO,10,0,6030
58035030000,CENTENARIO,58,NEUQUÉN,35,CONFLUENCIA,30,0,8309
58042010000,CHOS MALAL,58,NEUQUÉN,42,CHOS MALAL,10,0,8316
6364030000,GENERAL RODRIGUEZ,6,BUENOS AIRES,364,GENERAL RODRÍGUEZ,30,0,1746
14063130000,GUATIMOZIN,14,CÓRDOBA,63,MARCOS JUÁREZ,130,0,2627
58007020000,VILLA PEHUENIA,58,NEUQUÉN,7,ALUMINÉ,20,0,8422
14119040000,CARRILOBO,14,CÓRDOBA,119,RÍO SEGUNDO,40,0,5915
58077030000,LAS OVEJAS,58,NEUQUÉN,77,MINAS,30,0,8353
14105110000,LA PARA,14,CÓRDOBA,105,RÍO PRIMERO,110,0,5137
6840010007,LOMA HERMOSA,6,BUENOS AIRES,840,TRES DE FEBRERO,10,7,1657
14091100000,HUERTA GRANDE,14,CÓRDOBA,91,PUNILLA,100,0,5174
66126070000,SAN RAMON DE LA NUEVA ORAN,66,SALTA,126,ORÁN,70,0,4533
18168040000,SANTO TOME,18,CORRIENTES,168,SANTO TOMÉ,40,0,3340
14056170000,VILLA REDUCCION,14,CÓRDOBA,56,JUÁREZ CELMAN,170,0,5803
14007110000,LOS CONDORES,14,CÓRDOBA,7,CALAMUCHITA,110,0,5823
14091210000,SANTA MARIA DE PUNILLA,14,CÓRDOBA,91,PUNILLA,210,0,5164
14042110000,PASCO,14,CÓRDOBA,42,GENERAL SAN MARTÍN,110,0,5925
6270010003,CARLOS SPEGAZZINI,6,BUENOS AIRES,270,EZEIZA,10,3,1813
94007010000,RIO GRANDE,94,TIERRA DEL FUEGO,7,RÍO GRANDE,10,0,9420
58105010000,BAJADA DEL AGRIO,58,NEUQUÉN,105,PICUNCHES,10,0,8353
14119090000,LAGUNA LARGA,14,CÓRDOBA,119,RÍO SEGUNDO,90,0,5974
14091280000,VILLA LAGO AZUL,14,CÓRDOBA,91,PUNILLA,280,0,5176
2001010002,MONSERRAT,2,CABA,1,COMUNA 1,10,2,C1092AAT
46070030000,PORTEZUELO,46,LA RIOJA,70,GENERAL JUAN F. QUIROGA,30,0,5276
2006010001,CABALLITO,2,CABA,6,COMUNA 6,10,1,C1424BZH
14140110000,COLONIA SAN BARTOLOME,14,CÓRDOBA,140,SAN JUSTO,110,0,2426
14119160000,PILAR,14,CÓRDOBA,119,RÍO SEGUNDO,160,0,5972
14119140000,MATORRALES,14,CÓRDOBA,119,RÍO SEGUNDO,140,0,5965
14105270000,VILLA FONTANA,14,CÓRDOBA,105,RÍO PRIMERO,270,0,5137
2003010001,BALVANERA,2,CABA,3,COMUNA 3,10,1,C1209AAC
2009010003,PARQUE AVELLANEDA,2,CABA,9,COMUNA 9,10,3,C1407HUM
6028010008,MALVINAS ARGENTINAS,6,BUENOS AIRES,28,ALMIRANTE BROWN,10,8,1846
6035010007,SARANDI,6,BUENOS AIRES,35,AVELLANEDA,10,7,1872
10084110000,SIJAN,10,CATAMARCA,84,POMÁN,110,0,5319
14056040000,CARNERILLO,14,CÓRDOBA,56,JUÁREZ CELMAN,40,0,5805
14098040000,ALPA CORRAL,14,CÓRDOBA,98,RÍO CUARTO,40,0,5801
2011010003,VILLA GENERAL MITRE,2,CABA,11,COMUNA 11,10,3,C1416BTJ
74035080002,5TA BRIGADA,74,SAN LUIS,35,GENERAL PEDERNERA,80,2,5738
18063010000,ITA IBATE,18,CORRIENTES,63,GENERAL PAZ,10,0,3480
14021170000,LA PUERTA,14,CÓRDOBA,21,COLÓN,170,0,5101
2003010001,BALVANERA,2,CABA,3,COMUNA 3,10,1,C1034ACS
58091010000,BARRANCAS,58,NEUQUÉN,91,PEHUENCHES,10,0,8353
2001010001,CONSTITUCION,2,CABA,1,COMUNA 1,10,1,C1099AAW
2004010001,BARRACAS,2,CABA,4,COMUNA 4,10,1,C1265AEC
14140000021,CAMPO LAVALLE,14,CÓRDOBA,140,SAN JUSTO,0,0,2431
14063110000,GENERAL BALDISSERA,14,CÓRDOBA,63,MARCOS JUÁREZ,110,0,2583
2014010001,PALERMO,2,CABA,14,COMUNA 14,10,1,C1425DFO
14126170000,SAN VICENTE,14,CÓRDOBA,126,SAN ALBERTO,170,0,5871
2005010002,BOEDO,2,CABA,5,COMUNA 5,10,2,C1250AAR
14147000003,ALTO DEL DURAZNO,14,CÓRDOBA,147,SANTA MARÍA,0,0,5119
6441030017,LOS HORNOS,6,BUENOS AIRES,441,LA PLATA,30,17,1900
6091010008,PLATANOS,6,BUENOS AIRES,91,BERAZATEGUI,10,8,1885
14133060000,LA PAZ,14,CÓRDOBA,133,SAN JAVIER,60,0,5879
6280020000,MAR DEL SUR,6,BUENOS AIRES,280,GENERAL ALVARADO,20,0,7607
6408010002,VILLA SANTOS TESEI,6,BUENOS AIRES,408,HURLINGHAM,10,2,1688
2002010001,RECOLETA,2,CABA,2,COMUNA 2,10,1,C1118AAO
2013010001,BELGRANO,2,CABA,13,COMUNA 13,10,1,C1430EYA
6805010009,RINCON DE MILBERG,6,BUENOS AIRES,805,TIGRE,10,9,1648
18133020000,PASO DE LA PATRIA,18,CORRIENTES,133,SAN COSME,20,0,3409
2014010001,PALERMO,2,CABA,14,COMUNA 14,10,1,C1414BGP
6518060005,SANTA CLARA DEL MAR,6,BUENOS AIRES,518,MAR CHIQUITA,60,5,7609
30056110000,URDINARRAIN,30,ENTRE RÍOS,56,GUALEGUAYCHÚ,110,0,2826
2002010001,RECOLETA,2,CABA,2,COMUNA 2,10,1,C1425DTG
6490010006,VILLA CENTENARIO,6,BUENOS AIRES,490,LOMAS DE ZAMORA,10,6,2700
14182200000,ORDOÑEZ,14,CÓRDOBA,182,UNIÓN,200,0,2555
78014080000,PUERTO DESEADO,78,SANTA CRUZ,14,DESEADO,80,0,9050
18161050000,SAN ROQUE,18,CORRIENTES,161,SAN ROQUE,50,0,3448
6882040000,LIMA,6,BUENOS AIRES,882,ZÁRATE,40,0,2806
6700050000,GOYENA,6,BUENOS AIRES,700,SAAVEDRA,50,0,8175
42154010000,ATALIVA ROCA,42,LA PAMPA,154,UTRACÁN,10,0,6367
14140050000,BRINCKMANN,14,CÓRDOBA,140,SAN JUSTO,50,0,2419
14140020000,ALTOS DE CHIPION,14,CÓRDOBA,140,SAN JUSTO,20,0,2417
14063050000,CAVANAGH,14,CÓRDOBA,63,MARCOS JUÁREZ,50,0,2625
70070050002,VILLA NACUSI,70,SAN JUAN,70,POCITO,50,2,5427
18154020000,SAN MIGUEL,18,CORRIENTES,154,SAN MIGUEL,20,0,3485
6410010003,VILLA GOBERNADOR UDAONDO,6,BUENOS AIRES,410,ITUZAINGÓ,10,3,1713
2006010001,CABALLITO,2,CABA,6,COMUNA 6,10,1,C1235ABC
2001010005,SAN NICOLAS,2,CABA,1,COMUNA 1,10,5,C1043AAZ
14105200000,OBISPO TREJO,14,CÓRDOBA,105,RÍO PRIMERO,200,0,5225
2004010003,NUEVA POMPEYA,2,CABA,4,COMUNA 4,10,3,C1437DOP
2013010002,COLEGIALES,2,CABA,13,COMUNA 13,10,2,C1426AJK
26007020000,PUERTO MADRYN,26,CHUBUT,7,BIEDMA,20,0,9120
82042270000,SANTA ISABEL,82,SANTA FE,42,GENERAL LÓPEZ,270,0,2505
82084270000,ROSARIO,82,SANTA FE,84,ROSARIO,270,0,2000
54014070000,PUEBLO ILLIA,54,MISIONES,14,CAINGUÁS,70,0,3362
54049080,COMANDANTE ANDRESITO,54,MISIONES,49,GENERAL MANUEL BELGRANO,80,,0
54042020000,ELDORADO,54,MISIONES,42,ELDORADO,20,0,3380
34049010000,CLORINDA,34,FORMOSA,49,PILCOMAYO,10,0,3610
54028030000,POSADAS,54,MISIONES,28,CAPITAL,30,0,3300
6035010006,PIÑEYRO,6,BUENOS AIRES,35,AVELLANEDA,10,6,1870
54063010000,ESPERANZA,54,MISIONES,63,IGUAZÚ,10,0,3378
34028010000,INGENIERO GUILLERMO N. JUAREZ,34,FORMOSA,28,MATACOS,10,0,3636
42147030000,TRENEL,42,LA PAMPA,147,TRENEL,30,0,6369
10049050,CAPITAL,10,CATAMARCA,49,CAPITAL,50,,4700
6770050000,SAN PEDRO,6,BUENOS AIRES,770,SAN PEDRO,50,0,2930
6434010003,LANUS OESTE,6,BUENOS AIRES,434,LANÚS,10,3,1824
6644010003,PINAMAR,6,BUENOS AIRES,644,PINAMAR,10,3,7167
6749010003,VIRREYES,6,BUENOS AIRES,749,SAN FERNANDO,10,3,1646
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1414
6063010000,BALCARCE,6,BUENOS AIRES,63,BALCARCE,10,0,7620
82119110000,ROLDAN,82,SANTA FE,119,SAN LORENZO,110,0,2134
82084140000,FUNES,82,SANTA FE,84,ROSARIO,140,0,2132
82007040000,LAS ROSAS,82,SANTA FE,7,BELGRANO,40,0,2520
82119030000,CARCARAÑA,82,SANTA FE,119,SAN LORENZO,30,0,2138
82042060000,CARRERAS,82,SANTA FE,42,GENERAL LÓPEZ,60,0,2729
54007010000,APOSTOLES,54,MISIONES,7,APÓSTOLES,10,0,3350
82014010000,AREQUITO,82,SANTA FE,14,CASEROS,10,0,2183
42147010000,ARATA,42,LA PAMPA,147,TRENEL,10,0,6385
2014010001,PALERMO,2,CABA,14,COMUNA 14,10,1,1176
42035060000,WINIFREDA,42,LA PAMPA,35,CONHELO,60,0,6313
2009010001,LINIERS,2,CABA,9,COMUNA 9,10,1,C1408FDZ
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1153
82056140000,TOTORAS,82,SANTA FE,56,IRIONDO,140,0,2144
82084010000,ACEBAL,82,SANTA FE,84,ROSARIO,10,0,2109
42133080000,REALICO,42,LA PAMPA,133,REALICÓ,80,0,6205
58035040000,CUTRAL CO,58,NEUQUÉN,35,CONFLUENCIA,40,0,3363
78014060000,LAS HERAS,78,SANTA CRUZ,14,DESEADO,60,0,9017
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1408
42070030000,GUATRACHE,42,LA PAMPA,70,GUATRACHÉ,30,0,6309
54091080000,OBERA,54,MISIONES,91,OBERÁ,80,0,3360
82014060000,CHABAS,82,SANTA FE,14,CASEROS,60,0,2173
82056030000,CAÑADA DE GOMEZ,82,SANTA FE,56,IRIONDO,30,0,2500
42112020000,25 DE MAYO,42,LA PAMPA,112,PUELÉN,20,0,6360
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1265
58070010000,VILLA LA ANGOSTURA,58,NEUQUÉN,70,LOS LAGOS,10,0,8407
10112040007,VILLA DOLORES,10,CATAMARCA,112,VALLE VIEJO,40,7,4707
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1429
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1140
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1431
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1003
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1425
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1437
74007070000,SAN FRANCISCO DEL MONTE DE ORO,74,SAN LUIS,7,AYACUCHO,70,0,5705
74007050000,QUINES,74,SAN LUIS,7,AYACUCHO,50,0,5711
74028010000,CONCARAN,74,SAN LUIS,28,CHACABUCO,10,0,5770
2009010002,MATADEROS,2,CABA,9,COMUNA 9,10,2,C1440ABN
10063040005,SAN ANTONIO,10,CATAMARCA,63,FRAY MAMERTO ESQUIÚ,40,5,4707
14021250,SALSIPUEDES (SALSIPUEDES),14,CÓRDOBA,21,COLÓN,250,2,5113
58091020000,BUTA RANQUIL,58,NEUQUÉN,91,PEHUENCHES,20,0,3363
26077030000,RAWSON,26,CHUBUT,77,RAWSON,30,0,9103
26077020,PLAYA UNIÓN  (PUERTO RAWSON),26,CHUBUT,77,RAWSON,20,2,9103
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1066
42119010000,COLONIA BARON,42,LA PAMPA,119,QUEMÚ QUEMÚ,10,0,4624
82119050000,FRAY LUIS BELTRAN,82,SANTA FE,119,SAN LORENZO,50,0,2156
58077010000,ANDACOLLO,58,NEUQUÉN,77,MINAS,10,0,8353
78007010000,COMANDANTE LUIS PIEDRABUENA,78,SANTA CRUZ,7,CORPEN AIKE,10,0,9303
42098030000,LUAN TORO,42,LA PAMPA,98,LOVENTUÉ,30,0,6317
78014010000,CALETA OLIVIA,78,SANTA CRUZ,14,DESEADO,10,0,9011
10112010000,EL PORTEZUELO,10,CATAMARCA,112,VALLE VIEJO,10,0,4716
54028030,POSADAS (MUNICIPIO DE POSADAS),54,MISIONES,28,CAPITAL,30,,3300
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1424
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1417
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1416
42056040000,INTENDENTE ALVEAR,42,LA PAMPA,56,CHAPALEUFÚ,40,0,6221
14007210,SANTA ROSA DE CALAMUCHITA (SANTA ROSA DE CALAMUCHITA),14,CÓRDOBA,7,CALAMUCHITA,210,2,5196
2009010001,LINIERS,2,CABA,9,COMUNA 9,10,1,C1408GTE
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1419
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1152
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1001
2006010001,CABALLITO,2,CABA,6,COMUNA 6,10,1,C1405CLA
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1244
2001010002,MONSERRAT,2,CABA,1,COMUNA 1,10,2,C1091AAI
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1094
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1104
42035020000,EDUARDO CASTEX,42,LA PAMPA,35,CONHELO,20,0,6380
2004010004,PARQUE PATRICIOS,2,CABA,4,COMUNA 4,10,4,C1437EJL
14140380000,SEEBER,14,CÓRDOBA,140,SAN JUSTO,380,0,2419
74056100004,LAS CHACRAS,74,SAN LUIS,56,LA CAPITAL,100,4,5701
74028030000,NASCHEL,74,SAN LUIS,28,CHACABUCO,30,0,5759
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1203
2011010001,VILLA DEL PARQUE,2,CABA,11,COMUNA 11,10,1,C1417DTO
82007060000,TORTUGAS,82,SANTA FE,7,BELGRANO,60,0,2512
82014120000,SAN JOSE DE LA ESQUINA,82,SANTA FE,14,CASEROS,120,0,2185
42077020000,BERNASCONI,42,LA PAMPA,77,HUCAL,20,0,8204
2003010001,BALVANERA,2,CABA,3,COMUNA 3,10,1,C1056ABQ
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1080
42007030000,MIGUEL RIGLOS,42,LA PAMPA,7,ATREUCÓ,30,0,6301
2004010004,PARQUE PATRICIOS,2,CABA,4,COMUNA 4,10,4,C1249AAL
82084310000,VILLA GOBERNADOR GALVEZ,82,SANTA FE,84,ROSARIO,310,0,2124
58007010000,ALUMINE,58,NEUQUÉN,7,ALUMINÉ,10,0,8345
42028030000,LONQUIMAY,42,LA PAMPA,28,CATRILÓ,30,0,6352
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1405
82014050000,CASILDA,82,SANTA FE,14,CASEROS,50,0,2170
42154040000,GENERAL ACHA,42,LA PAMPA,154,UTRACÁN,40,0,8200
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1428
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1180
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1051
42077030000,GENERAL SAN MARTIN,42,LA PAMPA,77,HUCAL,30,0,8206
58049010000,JUNIN DE LOS ANDES,58,NEUQUÉN,49,HUILICHES,10,0,8316
82126100000,LAS PETACAS,82,SANTA FE,126,SAN MARTÍN,100,0,2451
82084030000,ALVAREZ,82,SANTA FE,84,ROSARIO,30,0,2107
82084070000,ARROYO SECO,82,SANTA FE,84,ROSARIO,70,0,2128
54098080000,JARDIN AMERICA,54,MISIONES,98,SAN IGNACIO,80,0,3328
6270010003,CARLOS SPEGAZZINI,6,BUENOS AIRES,270,EZEIZA,10,3,0
42021010000,ANGUIL,42,LA PAMPA,21,CAPITAL,10,0,6326
78042010000,PUERTO SAN JULIAN,78,SANTA CRUZ,42,MAGALLANES,10,0,9040
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1407
74049010000,CARPINTERIA,74,SAN LUIS,49,JUNÍN,10,0,5883
42014020000,LA ADELA,42,LA PAMPA,14,CALEU CALEU,20,0,6301
42070020000,GENERAL MANUEL J. CAMPOS,42,LA PAMPA,70,GUATRACHÉ,20,0,6309
2006010001,CABALLITO,2,CABA,6,COMUNA 6,10,1,C1416CRN
46007010001,AIMOGASTA,46,LA RIOJA,7,ARAUCO,10,1,5310
42007020000,MACACHIN,42,LA PAMPA,7,ATREUCÓ,20,0,5474
42077030000,GENERAL SAN MARTIN,42,LA PAMPA,77,HUCAL,30,0,4238
42133060000,INGENIERO LUIGGI,42,LA PAMPA,133,REALICÓ,60,0,6205
78028020000,EL CHALTEN,78,SANTA CRUZ,28,LAGO ARGENTINO,20,0,9015
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1083
74049070000,SANTA ROSA DEL CONLARA,74,SAN LUIS,49,JUNÍN,70,0,5777
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,2800
74056100003,EL CHORRILLO,74,SAN LUIS,56,LA CAPITAL,100,3,5701
42119040000,QUEMU QUEMU,42,LA PAMPA,119,QUEMÚ QUEMÚ,40,0,6360
42126010000,CALEUFU,42,LA PAMPA,126,RANCUL,10,0,6360
42070010000,ALPACHIRI,42,LA PAMPA,70,GUATRACHÉ,10,0,6309
78021140,RÍO TURBIO,78,SANTA CRUZ,21,GÜER AIKE,140,,9407
78021060000,28 DE NOVIEMBRE,78,SANTA CRUZ,21,GÜER AIKE,60,0,9050
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1426
74021020000,EL TRAPICHE,74,SAN LUIS,21,CORONEL PRINGLES,20,0,5701
42056030,CORONEL HILARIO LAGOS  (EST. AGUAS BUENAS),42,LA PAMPA,56,CHAPALEUFÚ,30,,6220
42133040000,EMBAJADOR MARTINI,42,LA PAMPA,133,REALICÓ,40,0,6203
42007010000,DOBLAS,42,LA PAMPA,7,ATREUCÓ,10,0,6305
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1049
82028230000,VILLA CONSTITUCION,82,SANTA FE,28,CONSTITUCIÓN,230,0,2919
82042020000,AMENABAR,82,SANTA FE,42,GENERAL LÓPEZ,20,0,6103
82042250000,SAN GREGORIO,82,SANTA FE,42,GENERAL LÓPEZ,250,0,2613
2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,0,1026
