establecimiento_nombre,localidad_id,localidad_nombre,provincia_id,provincia_nombre,departamento_id,departamento_nombre,codloc,tipologia_id,tipologia_sigla,cp,domicilio,sitio_web,longitud,latitud
CIMINARI,6763050002,SAN NICOLAS DE LOS ARROYOS,6,BUENOS AIRES,763,SAN NICOLÁS,50,70,FARMACIA,2900,ALBERDI 699,,-60.24117886,-33.34367076
FARMACIA LUJAN,6357110003,MAR DEL PLATA,6,BUENOS AIRES,357,GENERAL PUEYRREDÓN,110,70,FARMACIA,0,AV 39 N 6992,,,
DEL AGUILA,6441030015,LA PLATA,6,BUENOS AIRES,441,LA PLATA,30,70,FARMACIA,1900,Calle 45 700,,-57.9560222,-34.9134619
PAGLIONE,6042010000,AYACUCHO,6,BUENOS AIRES,42,AYACUCHO,10,70,FARMACIA,7150,San Martín 1400,,-58.4901685,-37.1534198
DEL GLOBO S.C.S.,6638040008,PILAR,6,BUENOS AIRES,638,PILAR,40,70,FARMACIA,1629,LORENZO LOPEZ 694,,-58.90812239,-34.45917772
BENATTI,6763050002,SAN NICOLAS DE LOS ARROYOS,6,BUENOS AIRES,763,SAN NICOLÁS,50,70,FARMACIA,1,NACIÃ 701,,,
MANOUKIAN,6260010004,MONTE GRANDE,6,BUENOS AIRES,260,ESTEBAN ECHEVERRÍA,10,70,FARMACIA,1,NUESTRAS MALVINAS 702,,-58.47493363,-34.80778015
"FARMACIA ZERA, S.C.S.",6861010007,VICENTE LOPEZ,6,BUENOS AIRES,861,VICENTE LÓPEZ,10,70,FARMACIA,1638,GRAL.ROCA 702,,,
LIBERALE,6294040000,FERRE,6,BUENOS AIRES,294,GENERAL ARENALES,40,70,FARMACIA,6027,AV. DON BOSCO  2,,,
FARIAS,6665030000,PEREZ MILLAN,6,BUENOS AIRES,665,RAMALLO,30,70,FARMACIA,2933,GUEMES Y DORREGO 1,,,
REID,6028010005,GLEW,6,BUENOS AIRES,28,ALMIRANTE BROWN,10,70,FARMACIA,1856,33 ORIENTALES Y GERVACIO MENDEZ,,-58.3813,-34.883752
NUEVA ROCA SCS,6056010001,BAHIA BLANCA,6,BUENOS AIRES,56,BAHÍA BLANCA,10,70,FARMACIA,8000,GORRITI Y TERRADA,,-62.2755,-38.721131
DE CICCO,6301010000,GENERAL BELGRANO,6,BUENOS AIRES,301,GENERAL BELGRANO,10,70,FARMACIA,7223,5 395,,-58.48925768,-35.76844107
COLIVA,6770050000,SAN PEDRO,6,BUENOS AIRES,770,SAN PEDRO,50,70,FARMACIA,2930,ALMAFUERTE Y JUAN B. JUSTO,,,
TANCREDA,6427010005,ISIDRO CASANOVA,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1,BOGOTA 6195,,-58.59686369,-34.69834269
DIAMANDY S.C.S,6035010009,WILDE,6,BUENOS AIRES,35,AVELLANEDA,10,70,FARMACIA,1875,Avenida Bartolomé Mitre 6202,,-58.318334,-34.7029052
BAZZINI SCS,6840010014,VILLA BOSCH (EST. JUAN MARIA BOSCH),6,BUENOS AIRES,840,TRES DE FEBRERO,10,70,FARMACIA,1682,SANTOS VEGA 6217,,,
FARMACIA NEWBERY S.C.S.,6560010004,MORENO,6,BUENOS AIRES,560,MORENO,10,70,FARMACIA,1744,JORGE NEWBERY 6219,,-58.75152966,-34.60205349
ALAMO SOC EN COMANDITA SIMPLE,6035010008,VILLA DOMINICO,6,BUENOS AIRES,35,AVELLANEDA,10,70,FARMACIA,1874,Bartolome Mitre 4207,,-58.33588929,-34.69014419
"FARMACIA ESPORA, S.C.S.",6028010001,ADROGUE,6,BUENOS AIRES,28,ALMIRANTE BROWN,10,70,FARMACIA,1846,AV. ESPORA 1119,,-58.38870801,-34.80402284
FARMACIA POLLEDO SOC EN COMANDITA SIMPLES C S,6427010005,ISIDRO CASANOVA,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1765,Bernardez Polledo  558,,-58.60926578,-34.69994835
FARMACIA DIE APOTHEKE SOCIEDAD EN COMANDITA SIMPLE,6412010001,DEL VISO,6,BUENOS AIRES,412,JOSÉ C. PAZ,10,70,FARMACIA,1667,"Panamericana km 42,5 ramal Pilar S/N",,,
FUNDACION MARIQUITA SANCHEZ DE THOMPSON,6882050000,ZARATE,6,BUENOS AIRES,882,ZÁRATE,50,70,FARMACIA,2800,CRUCERO GENERAL BELGRANO 302,,,
MUNICIPALIDAD DE SAN ISIDRO,6756010001,ACASSUSO,6,BUENOS AIRES,756,SAN ISIDRO,10,70,FARMACIA,1641,AV SANTA FE 431,,,
FARMACIA CLINICA PRIVADA RANELAGH SA,6091010009,RANELAGH,6,BUENOS AIRES,91,BERAZATEGUI,10,70,FARMACIA,1885,camino gral belgrano 4786,,-58.21740289,-34.80524989
BASTEL SOCIEDAD EN COMANDITA SIMPLE,6413050000,JUNIN,6,BUENOS AIRES,413,JUNÍN,50,70,FARMACIA,6000,Almirante brown 349,,-58.5551757,-34.64259464
DOMINGUEZ ANA MARIA,6260010004,MONTE GRANDE,6,BUENOS AIRES,260,ESTEBAN ECHEVERRÍA,10,70,FARMACIA,1842,BRUZZONE 698,,-58.46620911,-34.80311753
FARMACIA ENTE DESCENTRALIZADO DE SALUD - MUNICIPALIDAD DE PUAN,6651080000,PUAN,6,BUENOS AIRES,651,PUÁN,80,70,FARMACIA,8180,DR.JOSE MARIA JUANENA 70,,,
GASPARETTO ELEONORA ANDREA,6568010001,CASTELAR,6,BUENOS AIRES,568,MORÓN,10,70,FARMACIA,1712,BLAS PARERA 2002,,-58.66619128,-34.68095184
HELGUERA SOCIEDAD EN COMANDITA SIMPLE,6427010006,LA TABLADA,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1766,BOLIVAR  4396,,-58.52795829,-34.67938149
ESPADA DANIELA ROMINA,6427010011,TAPIALES,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1770,Donovan 1799,,-58.50606183,-34.7043938
MUNICIPALIDAD DE CHIVILCOY,6224010000,CHIVILCOY,6,BUENOS AIRES,224,CHIVILCOY,10,70,FARMACIA,6620,HIJAS DE SAN JOSE 31,,,
NUEVA OCAMPO SCS,6778020002,SAN VICENTE,6,BUENOS AIRES,778,SAN VICENTE,20,70,FARMACIA,1865,SARMIENTO  423,,,
MUNICIPALIDAD DE PILAR,6638040008,PILAR,6,BUENOS AIRES,638,PILAR,40,70,FARMACIA,1629,VICTOR VERGANI 860,,-58.91027289,-34.46108212
OXLEY S.C.S.,6805010005,EL TALAR,6,BUENOS AIRES,805,TIGRE,10,70,FARMACIA,0,Av. HipÃ³o Yrigoyen 2059,,,
MAGA SANAR 9 SOCIEDAD EN COMANDITA SIMPLE,6658010001,BERNAL,6,BUENOS AIRES,658,QUILMES,10,70,FARMACIA,1876,9 DE JULIO 190,,-58.25920129,-34.71980193
Botiquin Quenuma,6721010000,QUENUMA,6,BUENOS AIRES,721,SALLIQUELÓ,10,70,FARMACIA,6335,Mitre 0,,-63.08892557,-36.56693813
BRIUT FARM S C S,6515010004,INGENIERO PABLO NOGUES,6,BUENOS AIRES,515,MALVINAS ARGENTINAS,10,70,FARMACIA,1667,CONSTITUYENTES  2096,,,
Farmacia Central Gaona SCS,6560010004,MORENO,6,BUENOS AIRES,560,MORENO,10,70,FARMACIA,1744,Avenida Gaona 5861,,,
FARMACIA CHICAGO SOCIEDAD COMANDITA SIMPLE,6427030,VILLA INSUPERABLE,6,BUENOS AIRES,427,LA MATANZA,30,70,FARMACIA,1752,av. gral paz  13501,,,
BENI RAUL HUMBERTO,6280040000,MIRAMAR,6,BUENOS AIRES,280,GENERAL ALVARADO,40,70,FARMACIA,7607,AV. 9 2345,,-57.84305471,-38.25860367
CIVITILLO ALFREDO RAUL,6028010010,RAFAEL CALZADA,6,BUENOS AIRES,28,ALMIRANTE BROWN,10,70,FARMACIA,1847,Avenida Republica Argentina 2143,,-58.3651326,-34.8044824
NERVIS JOSE LUIS,6252010007,MAQUINISTA F. SAVIO ESTE,6,BUENOS AIRES,252,ESCOBAR,10,70,FARMACIA,2912,ROQUE SANZ PEÃ  165,,,
SAN ALBERTO,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,Coronel Otero 336,,-65.3015241,-24.1849051
SAN JAVIER,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,General Belgrano 602,,-65.301671,-24.185395
SAN JOSE,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,AVENIDA MEJIAS 598,,-65.310692,-24.176554
SAN MARTIN,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,General San Martín 244,,-65.296682,-24.186252
SAN PATRICIO,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,AV.HIPOLITO IRIGOYEN 1582,,-65.3103061,-24.1903015
SANTA ANITA,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,ARMONIA 20,,-65.3057775,-24.1737827
SANTA MARIA,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,PUYA PUYA 15,,-65.282284,-24.206307
SANTA ROSA,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,Avenida Senador Pérez 588,,-65.3085891,-24.1820736
SARNACHIARO,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,AV. PERON 1110,,-65.293582,-24.205935
SIUFI,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,ALVEAR 1062,,-65.3077883,-24.1843561
TERMINAL JUJUY FCIA.,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,IRIGOYEN 1002,,-65.302589,-24.190097
VESPUCIO,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,AV. VESPUCIO Nº 3027,,-65.2684967,-24.211666
FOSSATI,38014040000,EL CARMEN,38,JUJUY,14,EL CARMEN,40,70,FARMACIA,4603,Belgrano 45,,-65.2583344,-24.3896893
NUESTRA SRA DEL CARMEN,38014040000,EL CARMEN,38,JUJUY,14,EL CARMEN,40,70,FARMACIA,4603,Sarmiento 402,,-65.26223,-24.38988
SAN CAYETANO,38014040000,EL CARMEN,38,JUJUY,14,EL CARMEN,40,70,FARMACIA,4603,Belgrano 401,,-65.2617272,-24.3886473
SAN NICOLAS,38014040000,EL CARMEN,38,JUJUY,14,EL CARMEN,40,70,FARMACIA,4603,Belgrano 347,,-65.26145,-24.388682
VIQAS,6408010001,HURLINGHAM,6,BUENOS AIRES,408,HURLINGHAM,10,70,FARMACIA,1686,AV. GDOR VERGARA 3897,,-58.63591849,-34.59672909
VI\AS,6408010001,HURLINGHAM,6,BUENOS AIRES,408,HURLINGHAM,10,70,FARMACIA,1,VALENTIN VERGARA 3898,,,
"FARMACIA SOCIAL RAMOS MEJIA, S.C.S.",6427010009,RAMOS MEJIA,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1704,AV. DE MAYO  39,,-58.5656419,-34.6413701
PIERDOMINICI,6770050000,SAN PEDRO,6,BUENOS AIRES,770,SAN PEDRO,50,70,FARMACIA,1,SARMIENTO 390,,,
PROPATO,6371010006,VILLA BALLESTER,6,BUENOS AIRES,371,GENERAL SAN MARTÍN,10,70,FARMACIA,0,94- JEAN JAURES 2806,,-58.5476541,-34.5561688
ELPUERTO,6581040001,NECOCHEA,6,BUENOS AIRES,581,NECOCHEA,40,70,FARMACIA,7630,98 3906,,,
TOCCI,6410010002,ITUZAINGO SUR,6,BUENOS AIRES,410,ITUZAINGÓ,10,70,FARMACIA,1714,JULIAN BALBIN 3910,,-58.69065577,-34.60689489
MIRO FARMACEUTICA SOC. EN COM. SIMPLE,6427010010,SAN JUSTO,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1,BALBASTRO 3916,,-58.56675958,-34.69246111
MACIEL,6274010003,FLORENCIO VARELA,6,BUENOS AIRES,274,FLORENCIO VARELA,10,70,FARMACIA,1888,PEDRO MORAN 392,,-58.29189112,-34.78478536
CORONEL,6371010020,VILLA LYNCH,6,BUENOS AIRES,371,GENERAL SAN MARTÍN,10,70,FARMACIA,1672,AV. RODRIGUEZ PEÃ 3935,,,
ELARRE,6840010001,CASEROS,6,BUENOS AIRES,840,TRES DE FEBRERO,10,70,FARMACIA,1678,Av. Bartolome MITRE 3935,,,
"FARMACIA SOY NUEVA 50, S.C.S.",6658010006,QUILMES,6,BUENOS AIRES,658,QUILMES,10,70,FARMACIA,1879,ANDRES BARANDA 439,,,
RIMOLI S.C.S.,6658010007,QUILMES OESTE,6,BUENOS AIRES,658,QUILMES,10,70,FARMACIA,1879,12 DE OCTUBRE 3945,,-58.29791371,-34.74656697
FARMACIA BESOCKE SOCIEDAD EN COMANDITA SIMPLE,6490010002,LLAVALLOL,6,BUENOS AIRES,490,LOMAS DE ZAMORA,10,70,FARMACIA,1836,TUPAC AMARU 397,,,
BERNARDI,6819020000,SALDUNGARAY,6,BUENOS AIRES,819,TORNQUIST,20,70,FARMACIA,8166,ROCA 398,,,
ARAGONE SCS,6581040001,NECOCHEA,6,BUENOS AIRES,581,NECOCHEA,40,70,FARMACIA,7630,AV. 75 3353,,,
LEIMONTI SCS,6760010004,SAN MIGUEL,6,BUENOS AIRES,760,SAN MIGUEL,10,70,FARMACIA,1663,WILLIANS MORRIS 3363,,,
OCAMPO,6515010005,LOS POLVORINES,6,BUENOS AIRES,515,MALVINAS ARGENTINAS,10,70,FARMACIA,1613,MAIPU Y 25 DE MAYO Nº 3387,,-58.693364,-34.49992493
GERONIMO FARMACEUTICA S.C.S.,6357110003,MAR DEL PLATA,6,BUENOS AIRES,357,GENERAL PUEYRREDÓN,110,70,FARMACIA,7600,AVDA.LURO 3400,,,
"FARMACIA CIENTIFICA DEL ROSARIO, S.C.S.",6749010003,VIRREYES,6,BUENOS AIRES,749,SAN FERNANDO,10,70,FARMACIA,1646,AVELLANEDA 3401,,-58.56934275,-34.45913777
GALLO,6427010004,GREGORIO DE LAFERRERE,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1,GARMENDIA 3402,,-58.57701636,-34.76055436
FARMACIA ABENDAÑO,6427010005,ISIDRO CASANOVA,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1000,AV. CRISTIANIA 3406,,,
VICENTE,6231030000,DAIREAUX,6,BUENOS AIRES,231,DAIREAUX,30,70,FARMACIA,0,PELLEGRINI 341,,-61.74524504,-36.59904715
MASTROGIOVANNI,6427010005,ISIDRO CASANOVA,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1765,CARLOS CASARES 3414,,,
RODRIGUEZ MORILLO,6441030021,TOLOSA,6,BUENOS AIRES,441,LA PLATA,30,70,FARMACIA,1,16 344,,-57.97029997,-34.91482527
ULLMANN,6882040000,LIMA,6,BUENOS AIRES,882,ZÁRATE,40,70,FARMACIA,1,13 345,,-58.72805087,-34.41762327
LILIANA LATORRE,6763050002,SAN NICOLAS DE LOS ARROYOS,6,BUENOS AIRES,763,SAN NICOLÁS,50,70,FARMACIA,0,AMEGHINO 347,,-60.21693942,-33.33652407
MASERA MARIA ALEJANDRA,6623100000,PERGAMINO,6,BUENOS AIRES,623,PERGAMINO,100,70,FARMACIA,1,BOLIVIA 628,,-60.55901804,-33.89961311
"FARMAHUINCO, S.C.S.",6357110003,MAR DEL PLATA,6,BUENOS AIRES,357,GENERAL PUEYRREDÓN,110,70,FARMACIA,7600,VERTIZ 4282,,,
AV DE AKAPOTECAS SCS,6035010002,AVELLANEDA,6,BUENOS AIRES,35,AVELLANEDA,10,70,FARMACIA,1,AV. MITRE 637,,-58.36647805,-34.66128487
COMAHUE FARMACEUTICA SOCIEDAD EN COMANDITA,6056010001,BAHIA BLANCA,6,BUENOS AIRES,56,BAHÍA BLANCA,10,70,FARMACIA,8000,12 DE OCTUBRE  642,,-62.26413311,-38.70589724
MORISIGUE,6525020002,MARCOS PAZ,6,BUENOS AIRES,525,MARCOS PAZ,20,70,FARMACIA,1,INDEPENDENCIA 642,,-58.84455227,-34.77929483
VERON,6182030000,PUNTA ALTA,6,BUENOS AIRES,182,CORONEL DE MARINA L. ROSALES,30,70,FARMACIA,8109,BROWN 502,,-62.07627771,-38.87877646
FARMACIA MARTIN SOCIAL S.C.S.,6392050,GENERAL VILLEGAS (EST. VILLEGAS),6,BUENOS AIRES,392,GENERAL VILLEGAS,50,70,FARMACIA,1,SAN MARTIN 754,,,
PAZ S.C.S.,6420040001,MAR DEL TUYU,6,BUENOS AIRES,420,LA COSTA,40,70,FARMACIA,1,2 7571,,-56.69022136,-36.57824896
PETRUCCI ( ETCHART),6175010000,COLON,6,BUENOS AIRES,175,COLÓN,10,70,FARMACIA,1,CALLE 18 759,,-61.09934981,-33.89555656
FARMACIA UNO,2000010000,CIUDAD DE BUENOS AIRES,2,CABA,0,COMUNA 1,10,70,FARMACIA,1007,ESMERALDA 764,,-58.37825243,-34.59932621
ARALDO Y CIA. SOC.COM.SIMP.,6028010007,LONGCHAMPS,6,BUENOS AIRES,28,ALMIRANTE BROWN,10,70,FARMACIA,1,DR. LUIS ANTONIO CHIESA 770,,,
FARMACIA FINOCHIETTO,6035010007,SARANDI,6,BUENOS AIRES,35,AVELLANEDA,10,70,FARMACIA,1870,Anatole France 778,,-58.3577082,-34.681574
BELLINGERI,6217010001,CHASCOMUS,6,BUENOS AIRES,217,CHASCOMÚS,10,70,FARMACIA,7130,AVENIDA HIPOLITO YRIGOYEN 78,,-58.01217075,-35.56148159
PECA,6763050002,SAN NICOLAS DE LOS ARROYOS,6,BUENOS AIRES,763,SAN NICOLÁS,50,70,FARMACIA,1,25 DE MAYO 78,,-60.21574357,-33.33246929
FRANCO,6364030000,GENERAL RODRIGUEZ,6,BUENOS AIRES,364,GENERAL RODRÍGUEZ,30,70,FARMACIA,1748,AV. ITALIA 800,,-58.94874618,-34.60113405
ANCHORENA,6070010000,BARADERO,6,BUENOS AIRES,70,BARADERO,10,70,FARMACIA,1,ANCHORENA 801,,-59.50137543,-33.80694074
"DENKER, CRISTINA",6760010001,BELLA VISTA,6,BUENOS AIRES,760,SAN MIGUEL,10,70,FARMACIA,1661,SENADOR MORON 801,,,
SAN LUIS DE MONTFORT SCS,6434010003,LANUS OESTE,6,BUENOS AIRES,434,LANÚS,10,70,FARMACIA,1824,Gobernador Manuel Ocampo 801,,-58.3995261,-34.6951616
DEL RENACIMIENTO S.C.S.,6371030,SAN ANDRÉS,6,BUENOS AIRES,371,GENERAL SAN MARTÍN,30,70,FARMACIA,1651,CORDOBA 801,,-58.53857698,-34.56161412
BULNES,6070010000,BARADERO,6,BUENOS AIRES,70,BARADERO,10,70,FARMACIA,1,BULNES 802,,-59.49918805,-33.80684695
ILLANES,6560010004,MORENO,6,BUENOS AIRES,560,MORENO,10,70,FARMACIA,1744,CEVALLOS 803,,-58.80428757,-34.64782947
FARMACIA LIMITE S.C.S.,6568010004,MORON,6,BUENOS AIRES,568,MORÓN,10,70,FARMACIA,1,FRENCH 804,,-58.6052887,-34.65654693
PASCUAL,6833100000,TRES ARROYOS,6,BUENOS AIRES,833,TRES ARROYOS,100,70,FARMACIA,7500,LUCIO VICENTE LOPEZ 81,,,
FARMACIA GRAMCKO,6490010004,TEMPERLEY,6,BUENOS AIRES,490,LOMAS DE ZAMORA,10,70,FARMACIA,1000,JUNCAL 810,,-58.38827276,-34.76592687
POSE,6049020000,AZUL,6,BUENOS AIRES,49,AZUL,20,70,FARMACIA,7300,Colón 812,,-59.8668283,-36.7796364
BELLI,6441030015,LA PLATA,6,BUENOS AIRES,441,LA PLATA,30,70,FARMACIA,1900,CALLE 30 816,,-58.23519206,-34.79692877
BURGHARDT,6420020005,SAN BERNARDO,6,BUENOS AIRES,420,LA COSTA,20,70,FARMACIA,7111,CHIOZZA 2932,,-56.67827647,-36.68405628
CASTILLO PABLO FEDERICO,6644010001,CARILO,6,BUENOS AIRES,644,PINAMAR,10,70,FARMACIA,0,CASUARINA S/N,,-56.91243052,-37.16454593
POUSSET GUSTAVO GABRIEL,6568010001,CASTELAR,6,BUENOS AIRES,568,MORÓN,10,70,FARMACIA,0,AV. ZEBALLOS 2886,,-58.64566452,-34.65711982
BUSTOS SOUTO SEBASTIAN ALEJANDRO,6420020005,SAN BERNARDO,6,BUENOS AIRES,420,LA COSTA,20,70,FARMACIA,7111,AV. SAN BERNARDO 286,,-56.68014834,-36.68633654
GAITA DAMIAN CARLOS,6868020000,VILLA GESELL,6,BUENOS AIRES,868,VILLA GESELL,20,70,FARMACIA,0,34 265,,,
SEVILLA TITO RENE,6091010001,BERAZATEGUI,6,BUENOS AIRES,91,BERAZATEGUI,10,70,FARMACIA,1886,CAMINO GRAL BELGRANO  ESQ. 28,,-58.14888104,-34.84740446
FARMACIA STOLAR,6357110003,MAR DEL PLATA,6,BUENOS AIRES,357,GENERAL PUEYRREDÓN,110,70,FARMACIA,7600,ALBERTI  N° 6001,,-57.58795973,-37.9888675
DI LAURO,6658010007,QUILMES OESTE,6,BUENOS AIRES,658,QUILMES,10,70,FARMACIA,1879,REPUBLICA DEL LIBANO  2599,,-58.2921941,-34.72974544
FERNANDEZ ROBERTO LUIS,6490010001,BANFIELD,6,BUENOS AIRES,490,LOMAS DE ZAMORA,10,70,FARMACIA,0,ESPRONCEDA 396,,-58.44493932,-34.73670453
VILA,6091010001,BERAZATEGUI,6,BUENOS AIRES,91,BERAZATEGUI,10,70,FARMACIA,1884,Avenida 21 2918,,-58.2251299,-34.7792891
SALCEDO DORA FERNANDA,6638040008,PILAR,6,BUENOS AIRES,638,PILAR,40,70,FARMACIA,1629,Ruta 28 KM 1.4,,-58.9198465,-34.47505325
IUDICELLI,6274010003,FLORENCIO VARELA,6,BUENOS AIRES,274,FLORENCIO VARELA,10,70,FARMACIA,1888,MONTEVIDEO 2354,,,
OUTON GLORIA MARINA,6644010001,CARILO,6,BUENOS AIRES,644,PINAMAR,10,70,FARMACIA,7167,"AV. DIVISADERO, CENTRO COMERCIAL S/N",,,
LATORRE LILIANA BEATRIZ,6763050002,SAN NICOLAS DE LOS ARROYOS,6,BUENOS AIRES,763,SAN NICOLÁS,50,70,FARMACIA,2900,AMEGHINO 347,,-60.21693942,-33.33652407
GUERREÃ PATRICIA BEATRIZ,6260010004,MONTE GRANDE,6,BUENOS AIRES,260,ESTEBAN ECHEVERRÍA,10,70,FARMACIA,1842,VERNET 1773,,-58.47987286,-34.79594139
MARTIN MARIA CELINA,6441030023,VILLA ELISA,6,BUENOS AIRES,441,LA PLATA,30,70,FARMACIA,1894,calle 12 1615,,-57.99268338,-34.89132488
ORSI,6665030000,PEREZ MILLAN,6,BUENOS AIRES,665,RAMALLO,30,70,FARMACIA,2933,AV. BELGRANO S/N,,,
FREIRE CAROLINA,6749010003,VIRREYES,6,BUENOS AIRES,749,SAN FERNANDO,10,70,FARMACIA,1646,AV. AVELLANEDA 4198,,,
BONEL MARIA GABRIELA,6252010007,MAQUINISTA F. SAVIO ESTE,6,BUENOS AIRES,252,ESCOBAR,10,70,FARMACIA,0,AV. CONSTITUCION 3360,,,
PEREZ ELIDA DIANA,6490010001,BANFIELD,6,BUENOS AIRES,490,LOMAS DE ZAMORA,10,70,FARMACIA,0,CAAGUAZU 71,,-58.34736801,-34.74022295
DE OLIVEIRA MARCELA FABIANA,6840010008,MARTIN CORONADO,6,BUENOS AIRES,840,TRES DE FEBRERO,10,70,FARMACIA,1682,PTE PERON 6595,,,
UNO MARIA CECILIA,6364030000,GENERAL RODRIGUEZ,6,BUENOS AIRES,364,GENERAL RODRÍGUEZ,30,70,FARMACIA,1748,JOSE LUIZ CABEZAS 100,,,
FARMACIA LEONELLI,6560010002,FRANCISCO ALVAREZ,6,BUENOS AIRES,560,MORENO,10,70,FARMACIA,0,AV. DE LAS MONTONERAS 3004,,,
MUNICIPALIDAD DE MAIPU,6511020000,MAIPU,6,BUENOS AIRES,511,MAIPÚ,20,70,FARMACIA,0,LAVALLE 1100,,-57.87494227,-36.85987132
ENTE DESCENTRALIZADO HOSPITAL DR ALFREDOSAINTOUT,6084020000,BENITO JUAREZ,6,BUENOS AIRES,84,BENITO JUÁREZ,20,70,FARMACIA,0,LABRIOLA 275,,-59.80660476,-37.6792269
HORNOS NATALIA,6805010001,BENAVIDEZ,6,BUENOS AIRES,805,TIGRE,10,70,FARMACIA,1621,Av. Juan Domingo PerÃ³/n,,,
INALEN,62007090000,VIEDMA,62,RÍO NEGRO,7,ADOLFO ALSINA,90,70,FARMACIA,8500,Zatti 1030,,-62.9884726,-40.8218268
ARCO IRIS,22070020000,CAMPO LARGO,22,CHACO,70,INDEPENDENCIA,20,70,FARMACIA,3716,SAN MARTIN 711,,-60.84777832,-26.79465449
CASEROS,62007090000,VIEDMA,62,RÍO NEGRO,7,ADOLFO ALSINA,90,70,FARMACIA,8500,Caseros 1302,,-63.0047912,-40.8121001
CUMBRE,38014070000,MONTERRICO,38,JUJUY,14,EL CARMEN,70,70,FARMACIA,4608,23 de Agosto 22,,-65.1632537,-24.4432103
CEFERINO NAMUNCURA S.C.S.,38014070000,MONTERRICO,38,JUJUY,14,EL CARMEN,70,70,FARMACIA,4608,23 de Agosto 487,,-65.1680781,-24.4423184
SAN ISIDRO LABRADOR,38014070000,MONTERRICO,38,JUJUY,14,EL CARMEN,70,70,FARMACIA,4608,INDEPENDENCIA 332,,-65.166423,-24.444168
AVENIDA,38014090000,PERICO,38,JUJUY,14,EL CARMEN,90,70,FARMACIA,4608,AVDA. SAN MARTIN esq. MORENO,,-65.1167,-24.37681
CENTRAL SCS,38014090000,PERICO,38,JUJUY,14,EL CARMEN,90,70,FARMACIA,4608,PARAGUAY 425,,-65.1148151,-24.3850296
CORIMAYO,38014090000,PERICO,38,JUJUY,14,EL CARMEN,90,70,FARMACIA,4608,Coronel Arias 488,,-65.1152422,-24.3815925
LA PAZ PERICO,38014090000,PERICO,38,JUJUY,14,EL CARMEN,90,70,FARMACIA,4608,Av. Exodo y Bustamante,,-65.117968,-24.380776
NUEVA,38014090000,PERICO,38,JUJUY,14,EL CARMEN,90,70,FARMACIA,4608,23 de Agosto 488,,-65.11676323,-24.37931895
PERICO DE PATRICIA BONO,38014090000,PERICO,38,JUJUY,14,EL CARMEN,90,70,FARMACIA,4608,Avenida Belgrano 234,,-65.1173573,-24.3746717
SAN BENITO,38014090000,PERICO,38,JUJUY,14,EL CARMEN,90,70,FARMACIA,4608,Avenida San Martín 411,,-65.1194767,-24.3773346
SAN GABRIEL,38014090000,PERICO,38,JUJUY,14,EL CARMEN,90,70,FARMACIA,4608,Avenida Italia 606,,-65.1147835,-24.3836397
SAN JORGE,38014090000,PERICO,38,JUJUY,14,EL CARMEN,90,70,FARMACIA,4608,Av. Jujuy 599,,-65.115289,-24.385451
SU SALUD,38014090000,PERICO,38,JUJUY,14,EL CARMEN,90,70,FARMACIA,4608,REPUBLICA DEL LIBANO 25,,-65.1130802,-24.3822929
VENECIA,38014090000,PERICO,38,JUJUY,14,EL CARMEN,90,70,FARMACIA,4608,LAVALLE 137,,-65.118282,-24.375467
